#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Listeria monocytogenes","PNUSAL000853",-,SAMN02950459 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426395.1 ,3.01645,37.9,-,AAAKIW01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/395/GCA_004426395.1_PDT000036053.2
"Listeria monocytogenes","PNUSAL000850",-,SAMN02950456 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426415.1 ,2.97268,37.9,-,AAAKIV01,13,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/415/GCA_004426415.1_PDT000036050.2
"Listeria monocytogenes","PNUSAL000857",-,SAMN02950463 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426435.1 ,3.0476,37.9,-,AAAKJB01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/435/GCA_004426435.1_PDT000036057.2
"Listeria monocytogenes","PNUSAL000851",-,SAMN02950457 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426455.1 ,2.95278,37.9,-,AAAKIX01,28,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/455/GCA_004426455.1_PDT000036051.2
"Listeria monocytogenes","PNUSAL000860",-,SAMN02950466 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426475.1 ,3.11957,37.9,-,AAAKJF01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/475/GCA_004426475.1_PDT000036060.2
"Listeria monocytogenes","PNUSAL000858",-,SAMN02950464 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426495.1 ,2.95775,37.9,-,AAAKJD01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/495/GCA_004426495.1_PDT000036058.2
"Listeria monocytogenes","PNUSAL000865",-,SAMN02950471 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426515.1 ,2.93654,37.9,-,AAAKJE01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/515/GCA_004426515.1_PDT000036065.2
"Listeria monocytogenes","PNUSAL000873",-,SAMN02950479 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426535.1 ,2.84844,37.9,-,AAAKJH01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/535/GCA_004426535.1_PDT000036073.2
"Listeria monocytogenes","PNUSAL000862",-,SAMN02950468 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426555.1 ,3.01396,37.9,-,AAAKJG01,26,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/555/GCA_004426555.1_PDT000036062.2
"Listeria monocytogenes","PNUSAL000866",-,SAMN02950472 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426575.1 ,2.97364,37.9,-,AAAKJI01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/575/GCA_004426575.1_PDT000036066.2
"Listeria monocytogenes","PNUSAL000875",-,SAMN02950481 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426595.1 ,2.99994,37.9,-,AAAKJK01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/595/GCA_004426595.1_PDT000036074.2
"Listeria monocytogenes","PNUSAL000868",-,SAMN02950474 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426615.1 ,3.03892,37.9,-,AAAKJJ01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/615/GCA_004426615.1_PDT000036068.2
"Listeria monocytogenes","PNUSAL000880",-,SAMN02950483 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426635.1 ,3.03759,37.9,-,AAAKJM01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/635/GCA_004426635.1_PDT000036076.3
"Listeria monocytogenes","PNUSAL000883",-,SAMN02950486 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426645.1 ,3.06303,37.9,-,AAAKJS01,56,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/645/GCA_004426645.1_PDT000036079.2
"Listeria monocytogenes","PNUSAL000881",-,SAMN02950484 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426675.1 ,2.9241,37.9,-,AAAKJL01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/675/GCA_004426675.1_PDT000036077.2
"Listeria monocytogenes","FDA00005171",-,SAMN02921433 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426685.1 ,3.1328,37.9,-,AAAKJR01,58,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/685/GCA_004426685.1_PDT000159033.2
"Listeria monocytogenes","PNUSAL000882",-,SAMN02950485 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426715.1 ,3.04999,37.9,-,AAAKJQ01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/715/GCA_004426715.1_PDT000036078.2
"Listeria monocytogenes","PNUSAL000884",-,SAMN02950487 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426735.1 ,3.03277,37.9,-,AAAKJN01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/735/GCA_004426735.1_PDT000036080.2
"Listeria monocytogenes","PNUSAL000887",-,SAMN02950491 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426755.1 ,2.93194,37.9,-,AAAKJO01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/755/GCA_004426755.1_PDT000036084.3
"Listeria monocytogenes","PNUSAL000878",-,SAMN02950489 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004426775.1 ,3.05538,37.9,-,AAAKJP01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/775/GCA_004426775.1_PDT000036082.2
"Listeria monocytogenes","FDA00007965",-,SAMN02924019 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426795.1 ,3.01493,37.9,-,AAAKJT01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/795/GCA_004426795.1_PDT000036235.2
"Listeria monocytogenes","FDA00007969",-,SAMN02924023 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426815.1 ,3.02829,37.9,-,AAAKJV01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/815/GCA_004426815.1_PDT000036237.2
"Listeria monocytogenes","FDA00007973",-,SAMN02924027 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426835.1 ,3.00997,37.9,-,AAAKJU01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/835/GCA_004426835.1_PDT000036239.2
"Listeria monocytogenes","FDA00008012",-,SAMN02924074 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426855.1 ,2.90054,37.9,-,AAAKJZ01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/855/GCA_004426855.1_PDT000036244.2
"Listeria monocytogenes","FDA00007970",-,SAMN02924024 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426875.1 ,3.04584,37.9,-,AAAKJY01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/875/GCA_004426875.1_PDT000036238.2
"Listeria monocytogenes","VA-WGS-00308",-,SAMN02912046 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426895.1 ,3.11676,37.9,-,AAAKKD01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/895/GCA_004426895.1_PDT000036286.2
"Listeria monocytogenes","VA-WGS-00294",-,SAMN02905095 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426915.1 ,3.18229,37.9,-,AAAKKC01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/915/GCA_004426915.1_PDT000036285.2
"Listeria monocytogenes","FDA00008067",-,SAMN02934638 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426935.1 ,2.99954,37.9,-,AAAKKA01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/935/GCA_004426935.1_PDT000036251.2
"Listeria monocytogenes","VA-WGS-00309",-,SAMN02912047 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426955.1 ,2.972,37.9,-,AAAKKI01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/955/GCA_004426955.1_PDT000036287.2
"Listeria monocytogenes","VA-WGS-00310",-,SAMN02912048 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426965.1 ,3.11147,37.9,-,AAAKKF01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/965/GCA_004426965.1_PDT000036288.2
"Listeria monocytogenes","VA-WGS-00312",-,SAMN02912050 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004426995.1 ,3.09362,37.9,-,AAAKKH01,17,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/426/995/GCA_004426995.1_PDT000036290.2
"Listeria monocytogenes","VA-WGS-00311",-,SAMN02912049 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427015.1 ,3.09283,37.9,-,AAAKKE01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/015/GCA_004427015.1_PDT000036289.2
"Listeria monocytogenes","VA-WGS-00319",-,SAMN02912057 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427035.1 ,2.97108,37.9,-,AAAKKL01,14,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/035/GCA_004427035.1_PDT000036297.2
"Listeria monocytogenes","VA-WGS-00313",-,SAMN02912051 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427045.1 ,2.94764,37.9,-,AAAKKG01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/045/GCA_004427045.1_PDT000036291.2
"Listeria monocytogenes","VA-WGS-00316",-,SAMN02912054 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427075.1 ,2.97428,37.9,-,AAAKKK01,18,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/075/GCA_004427075.1_PDT000036294.2
"Listeria monocytogenes","VA-WGS-00315",-,SAMN02912053 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427095.1 ,2.97912,37.9,-,AAAKKJ01,17,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/095/GCA_004427095.1_PDT000036293.2
"Listeria monocytogenes","VA-WGS-00320",-,SAMN02912058 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427115.1 ,2.98112,37.9,-,AAAKKM01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/115/GCA_004427115.1_PDT000036298.2
"Listeria monocytogenes","PNUSAL000775",-,SAMN03067772 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427135.1 ,3.02368,37.9,-,AAAKKR01,41,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/135/GCA_004427135.1_PDT000159988.2
"Listeria monocytogenes","PNUSAL001585",-,SAMN03976194 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427155.1 ,3.1083,37.9,-,AAAKKT01,31,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/155/GCA_004427155.1_PDT000159991.2
"Listeria monocytogenes","VA-WGS-00321",-,SAMN02912059 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427175.1 ,3.0104,37.9,-,AAAKKN01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/175/GCA_004427175.1_PDT000036299.2
"Listeria monocytogenes","PNUSAL000774",-,SAMN03760841 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427195.1 ,3.00785,37.9,-,AAAKKQ01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/195/GCA_004427195.1_PDT000159989.2
"Listeria monocytogenes","PNUSAL001591",-,SAMN03976200 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427215.1 ,2.98073,37.9,-,AAAKKU01,38,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/215/GCA_004427215.1_PDT000159996.2
"Listeria monocytogenes","PNUSAL001589",-,SAMN03976197 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427235.1 ,2.95279,37.9,-,AAAKKP01,72,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/235/GCA_004427235.1_PDT000159994.2
"Listeria monocytogenes","PNUSAL001584",-,SAMN03976190 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427255.1 ,3.1263,37.9,-,AAAKKS01,34,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/255/GCA_004427255.1_PDT000159990.2
"Listeria monocytogenes","PNUSAL001590",-,SAMN03976198 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427275.1 ,2.87205,37.9,-,AAAKKO01,27,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/275/GCA_004427275.1_PDT000159995.2
"Listeria monocytogenes","PNUSAL001603",-,SAMN03976216 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427295.1 ,2.90011,37.9,-,AAAKKY01,33,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/295/GCA_004427295.1_PDT000160007.2
"Listeria monocytogenes","FDA00007021",-,SAMN02923274 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427315.1 ,2.95384,37.9,-,AAAKLA01,31,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/315/GCA_004427315.1_PDT000160009.2
"Listeria monocytogenes","PNUSAL000320",-,SAMN02389167 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427335.1 ,3.06796,37.9,-,AAAKLB01,14,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/335/GCA_004427335.1_PDT000001116.3
"Listeria monocytogenes","PNUSAL000294",-,SAMN02383880 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427355.1 ,2.90013,37.9,-,AAAKLD01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/355/GCA_004427355.1_PDT000001121.3
"Listeria monocytogenes","PNUSAL000293",-,SAMN02383879 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427375.1 ,3.07712,37.9,-,AAAKLG01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/375/GCA_004427375.1_PDT000001118.3
"Listeria monocytogenes","PNUSAL000296",-,SAMN02383882 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427395.1 ,2.95629,37.9,-,AAAKLC01,14,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/395/GCA_004427395.1_PDT000001119.3
"Listeria monocytogenes","PNUSAL000288",-,SAMN02389164 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427415.1 ,2.9979,37.9,-,AAAKLI01,23,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/415/GCA_004427415.1_PDT000001120.3
"Listeria monocytogenes","PNUSAL000284",-,SAMN02383872 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427435.1 ,3.00724,37.9,-,AAAKLE01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/435/GCA_004427435.1_PDT000001124.3
"Listeria monocytogenes","PNUSAL000297",-,SAMN02383883 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427455.1 ,2.99306,37.9,-,AAAKLF01,15,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/455/GCA_004427455.1_PDT000001126.3
"Listeria monocytogenes","PNUSAL000847",-,SAMN02950453 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427475.1 ,2.92198,37.9,-,AAAKIU01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/475/GCA_004427475.1_PDT000036047.2
"Listeria monocytogenes","PNUSAL000282",-,SAMN02389163 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427495.1 ,2.93054,37.9,-,AAAKLM01,12,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/495/GCA_004427495.1_PDT000001134.4
"Listeria monocytogenes","PNUSAL000289",-,SAMN02383876 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427515.1 ,2.89749,37.9,-,AAAKLH01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/515/GCA_004427515.1_PDT000001133.4
"Listeria monocytogenes","PNUSAL000295",-,SAMN02383881 ,PRJNA212117,"Terrabacteria group","Firmicutes",GCA_004427535.1 ,2.88684,37.9,-,AAAKLK01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/535/GCA_004427535.1_PDT000001127.3
"Listeria monocytogenes","CFSAN007556",-,SAMN02569890 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427555.1 ,3.02847,37.9,-,AAAKLJ01,20,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/555/GCA_004427555.1_PDT000034688.4
"Listeria monocytogenes","CFSAN012349",-,SAMN02729953 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427575.1 ,3.06048,37.9,-,AAAKLO01,49,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/575/GCA_004427575.1_PDT000027721.4
"Listeria monocytogenes","CFSAN018428",-,SAMN02850741 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427595.1 ,3.07108,37.9,-,AAAKLL01,32,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/595/GCA_004427595.1_PDT000036533.2
"Listeria monocytogenes","FDA00010926",-,SAMN06029257 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427605.1 ,3.18423,37.9,-,AAAKLS01,50,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/605/GCA_004427605.1_PDT000163057.3
"Listeria monocytogenes","CFSAN008062",-,SAMN02567866 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427635.1 ,3.05184,37.9,-,AAAKLQ01,188,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/635/GCA_004427635.1_PDT000036539.2
"Listeria monocytogenes","CFSAN012353",-,SAMN02729957 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427655.1 ,3.03555,37.9,-,AAAKLN01,42,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/655/GCA_004427655.1_PDT000027725.4
"Listeria monocytogenes","CFSAN012359",-,SAMN02729963 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427675.1 ,3.12516,37.9,-,AAAKLP01,33,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/675/GCA_004427675.1_PDT000027731.4
"Listeria monocytogenes","FDA00010929",-,SAMN06029305 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427695.1 ,3.14543,37.9,-,AAAKLT01,21,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/695/GCA_004427695.1_PDT000163058.4
"Listeria monocytogenes","CFSAN018425",-,SAMN02850738 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427715.1 ,3.01946,37.9,-,AAAKMC01,26,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/715/GCA_004427715.1_PDT000036647.2
"Listeria monocytogenes","FDA00010933",-,SAMN06029299 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427735.1 ,3.04532,37.9,-,AAAKLR01,24,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/735/GCA_004427735.1_PDT000163060.4
"Listeria monocytogenes","FDA00010930",-,SAMN06029303 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427755.1 ,3.09463,37.9,-,AAAKLV01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/755/GCA_004427755.1_PDT000163061.4
"Listeria monocytogenes","CFSAN018406",-,SAMN02850719 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427775.1 ,3.07088,37.9,-,AAAKLY01,22,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/775/GCA_004427775.1_PDT000036644.2
"Listeria monocytogenes","CFSAN022648",-,SAMN02943418 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427795.1 ,3.15443,37.9,-,AAAKMF01,25,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/795/GCA_004427795.1_PDT000036649.2
"Listeria monocytogenes","CFSAN018410",-,SAMN02850723 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427815.1 ,3.05599,37.9,-,AAAKLZ01,19,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/815/GCA_004427815.1_PDT000036645.2
"Listeria monocytogenes","CFSAN012351",-,SAMN02729955 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427835.1 ,3.08673,37.9,-,AAAKMR01,59,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/835/GCA_004427835.1_PDT000027723.4
"Listeria monocytogenes","CFSAN008067",-,SAMN02567871 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427855.1 ,3.04825,37.9,-,AAAKMN01,389,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/855/GCA_004427855.1_PDT000036655.2
"Listeria monocytogenes","CFSAN008065",-,SAMN02567869 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427875.1 ,2.93103,37.9,-,AAAKMO01,98,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/875/GCA_004427875.1_PDT000036654.2
"Listeria monocytogenes","CFSAN022654",-,SAMN02943424 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427885.1 ,3.0464,37.9,-,AAAKMG01,30,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/885/GCA_004427885.1_PDT000036652.2
"Listeria monocytogenes","CFSAN022650",-,SAMN02943420 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427915.1 ,3.02133,37.9,-,AAAKMH01,16,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/915/GCA_004427915.1_PDT000036651.2
"Listeria monocytogenes","CFSAN012352",-,SAMN02729956 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427935.1 ,2.97979,37.9,-,AAAKMI01,34,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/935/GCA_004427935.1_PDT000027724.4
"Listeria monocytogenes","CFSAN009754",-,SAMN02677687 ,PRJNA215355,"Terrabacteria group","Firmicutes",GCA_004427955.1 ,3.12948,37.9,-,AAAKMP01,30,2779,2721,2019/03/27,2019/03/27,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/427/955/GCA_004427955.1_PDT000004000.6
